6,1,331,383,1,E
6,2,334,239,1,E
6,3,334,246,1,E
6,4,334,376,1,B
6,5,334,380,1,B
6,6,335,245,1,B
6,7,336,244,1,B
6,8,336,246,1,B
6,9,336,247,1,E
6,10,337,245,1,B
6,11,338,356,1,B
6,12,338,357,1,B
6,13,338,382,1,B
6,14,340,372,1,B
6,15,342,263,1,E
6,16,342,495,1,B
6,17,343,260,1,B
6,18,343,550,1,E
6,19,344,249,1,B
6,20,346,497,1,E
6,21,346,548,1,B
6,22,347,330,1,B
6,23,347,351,1,B
6,24,347,549,1,E
6,25,356,351,1,E
6,26,365,106,1,E
6,27,367,108,1,B
6,28,367,110,1,E
6,29,368,107,1,B
6,30,369,105,1,E
6,31,374,115,1,B
6,32,375,112,1,B
6,33,375,116,1,E
6,34,375,197,1,B
6,35,377,296,1,B
6,36,379,197,1,E
6,37,385,300,1,E
6,38,386,661,2,E
6,39,386,667,2,E
6,40,388,286,1,B
6,41,388,663,2,B
6,42,389,660,2,E
6,43,389,664,2,B
6,44,395,289,1,E
6,45,397,257,1,B
6,46,398,277,1,B
6,47,399,104,1,E
6,48,400,238,1,B
6,49,401,270,1,B
6,50,405,265,1,B
6,51,407,276,1,B
6,52,418,254,1,B
6,53,418,718,2,E
6,54,421,715,2,B
6,55,423,765,2,E
6,56,426,252,1,B
6,57,429,262,1,B
6,58,435,250,1,B
6,59,438,221,1,E
6,60,439,223,1,E
6,61,439,257,1,B
6,62,440,222,1,B
6,63,443,222,1,B
6,64,446,230,1,B
6,65,448,245,1,B
6,66,451,241,1,T
6,67,452,252,1,B
6,68,454,238,1,T
6,69,456,235,1,B
6,70,458,233,1,T
6,71,459,205,1,E
6,72,459,241,1,T
6,73,472,794,2,B
6,74,494,243,1,E
6,75,497,810,2,B
6,76,498,242,1,T
6,77,499,813,2,T
6,78,500,798,2,E
6,79,503,914,2,E
6,80,504,913,2,B
6,81,510,918,2,B
6,82,510,919,2,E
6,83,521,875,2,T
6,84,526,906,2,B
6,85,527,170,1,E
6,86,529,901,2,B
6,87,530,173,1,T
6,88,532,172,1,T
6,89,533,905,2,B
6,90,534,170,1,E
6,91,535,888,2,B
6,92,536,879,2,T
6,93,537,244,1,E
6,94,539,236,1,T
6,95,545,168,1,E
6,96,546,174,1,T
6,97,546,232,1,T
6,98,547,234,1,E
6,99,559,811,2,T
6,100,560,812,2,T
6,101,561,810,2,B
6,102,563,878,2,E
6,103,564,877,2,B
6,104,565,211,1,T
6,105,566,209,1,T
6,106,566,868,2,T
6,107,566,879,2,E
6,108,567,210,1,T
6,109,568,204,1,T
6,110,568,870,2,B
6,111,569,166,1,E
6,112,570,172,1,T
6,113,571,208,1,B
6,114,572,169,1,B
6,115,573,208,1,B
6,116,575,166,1,E
6,117,575,822,2,T
6,118,576,864,2,E
6,119,577,852,2,T
6,120,579,843,2,T
6,121,579,861,2,B
6,122,580,836,2,T
6,123,580,855,2,B
6,124,582,879,2,E
6,125,583,205,1,E
6,126,583,864,2,E
6,127,585,202,1,B
6,128,586,851,2,B
6,129,586,866,2,E
6,130,587,797,2,B
6,131,587,823,2,B
6,132,588,828,2,E
6,133,589,794,2,E
6,134,590,855,2,B
6,135,592,214,1,B
6,136,596,821,2,B
6,137,597,201,1,B
6,138,597,209,1,B
6,139,598,824,2,E
6,140,598,842,2,B
6,141,599,840,2,E
6,142,599,843,2,E
6,143,603,854,2,E
6,144,604,811,2,B
6,145,607,192,1,E
6,146,608,816,2,E
6,147,609,815,2,B
6,148,612,816,2,E
6,149,616,198,1,B
6,150,621,200,1,E
6,151,653,216,1,B
6,152,655,202,1,E
6,153,655,214,1,E
6,154,657,200,1,B
6,155,658,222,1,E
6,156,660,220,1,B
6,157,662,220,1,B
6,158,663,205,1,B
6,159,664,222,1,E
6,160,665,219,1,E
6,161,666,202,1,E
6,162,673,205,1,E
6,163,673,208,1,B
6,164,692,212,1,E
1,1,264,728,1,E
1,2,267,736,1,E
1,3,270,732,1,B
1,4,273,713,1,E
1,5,286,725,1,B
1,6,294,727,1,B
1,7,305,721,1,E
1,8,305,726,1,B
1,9,307,730,1,B
1,10,356,742,1,B
1,11,360,735,1,E
1,12,426,785,1,E
1,13,433,767,1,T
1,14,435,774,1,T
1,15,470,694,1,T
1,16,475,690,1,E
1,17,480,695,1,T
1,18,482,652,1,E
1,19,486,697,1,T
1,20,487,638,1,E
1,21,488,650,1,B
1,22,488,695,1,B
1,23,489,694,1,B
1,24,491,641,1,B
1,25,491,659,1,E
1,26,491,690,1,B
1,27,491,705,1,T
1,28,492,688,1,B
1,29,493,628,1,E
1,30,493,657,1,B
1,31,494,700,1,B
1,32,495,629,1,B
1,33,495,697,1,B
1,34,495,699,1,B
1,35,496,634,1,B
1,36,496,695,1,B
1,37,496,711,1,T
1,38,497,693,1,B
1,39,499,636,1,E
1,40,499,683,1,B
1,41,501,705,1,B
1,42,506,617,1,E
1,43,508,697,1,B
1,44,511,700,1,B
1,45,511,702,1,E
1,46,513,700,1,E
1,47,514,721,1,T
1,48,521,691,1,E
1,49,530,634,1,E
1,50,533,634,1,B
1,51,534,627,1,E
1,52,534,640,1,B
1,53,536,659,1,B
1,54,537,639,1,E
1,55,551,651,1,E
1,56,558,663,1,E
1,1,264,728,1,E
1,2,267,736,1,E
1,3,270,732,1,B
1,4,273,713,1,E
1,5,286,725,1,B
1,6,294,727,1,B
1,7,305,721,1,E
1,8,305,726,1,B
1,9,307,730,1,B
1,10,356,742,1,B
1,11,360,735,1,E
1,12,426,785,1,E
1,13,433,767,1,T
1,14,435,774,1,T
1,15,470,694,1,T
1,16,475,690,1,E
1,17,480,695,1,T
1,18,482,652,1,E
1,19,486,697,1,T
1,20,487,638,1,E
1,21,488,650,1,B
1,22,488,695,1,B
1,23,489,694,1,B
1,24,491,641,1,B
1,25,491,659,1,E
1,26,491,690,1,B
1,27,491,705,1,T
1,28,492,688,1,B
1,29,493,628,1,E
1,30,493,657,1,B
1,31,494,700,1,B
1,32,495,629,1,B
1,33,495,697,1,B
1,34,495,699,1,B
1,35,496,634,1,B
1,36,496,695,1,B
1,37,496,711,1,T
1,38,497,693,1,B
1,39,499,636,1,E
1,40,499,683,1,B
1,41,501,705,1,B
1,42,506,617,1,E
1,43,508,697,1,B
1,44,511,700,1,B
1,45,511,702,1,E
1,46,513,700,1,E
1,47,514,721,1,T
1,48,521,691,1,E
1,49,530,634,1,E
1,50,533,634,1,B
1,51,534,627,1,E
1,52,534,640,1,B
1,53,536,659,1,B
1,54,537,639,1,E
1,55,551,651,1,E
1,56,558,663,1,E
1,1,264,728,1,E
1,2,267,736,1,E
1,3,270,732,1,B
1,4,273,713,1,E
1,5,286,725,1,B
1,6,294,727,1,B
1,7,305,721,1,E
1,8,305,726,1,B
1,9,307,730,1,B
1,10,356,742,1,B
1,11,360,735,1,E
1,12,426,785,1,E
1,13,433,767,1,T
1,14,435,774,1,T
1,15,470,694,1,T
1,16,475,690,1,E
1,17,480,695,1,T
1,18,482,652,1,E
1,19,486,697,1,T
1,20,487,638,1,E
1,21,488,650,1,B
1,22,488,695,1,B
1,23,489,694,1,B
1,24,491,641,1,B
1,25,491,659,1,E
1,26,491,690,1,B
1,27,491,705,1,T
1,28,492,688,1,B
1,29,493,628,1,E
1,30,493,657,1,B
1,31,494,700,1,B
1,32,495,629,1,B
1,33,495,697,1,B
1,34,495,699,1,B
1,35,496,634,1,B
1,36,496,695,1,B
1,37,496,711,1,T
1,38,497,693,1,B
1,39,499,636,1,E
1,40,499,683,1,B
1,41,501,705,1,B
1,42,506,617,1,E
1,43,508,697,1,B
1,44,511,700,1,B
1,45,511,702,1,E
1,46,513,700,1,E
1,47,514,721,1,T
1,48,521,691,1,E
1,49,530,634,1,E
1,50,533,634,1,B
1,51,534,627,1,E
1,52,534,640,1,B
1,53,536,659,1,B
1,54,537,639,1,E
1,55,551,651,1,E
1,56,558,663,1,E
1,1,264,728,1,E
1,2,267,736,1,E
1,3,270,732,1,B
1,4,273,713,1,E
1,5,286,725,1,B
1,6,294,727,1,B
1,7,305,721,1,E
1,8,305,726,1,B
1,9,307,730,1,B
1,10,356,742,1,B
1,11,360,735,1,E
1,12,426,785,1,E
1,13,433,767,1,T
1,14,435,774,1,T
1,15,470,694,1,T
1,16,475,690,1,E
1,17,480,695,1,T
1,18,482,652,1,E
1,19,486,697,1,T
1,20,487,638,1,E
1,21,488,650,1,B
1,22,488,695,1,B
1,23,489,694,1,B
1,24,491,641,1,B
1,25,491,659,1,E
1,26,491,690,1,B
1,27,491,705,1,T
1,28,492,688,1,B
1,29,493,628,1,E
1,30,493,657,1,B
1,31,494,700,1,B
1,32,495,629,1,B
1,33,495,697,1,B
1,34,495,699,1,B
1,35,496,634,1,B
1,36,496,695,1,B
1,37,496,711,1,T
1,38,497,693,1,B
1,39,499,636,1,E
1,40,499,683,1,B
1,41,501,705,1,B
1,42,506,617,1,E
1,43,508,697,1,B
1,44,511,700,1,B
1,45,511,702,1,E
1,46,513,700,1,E
1,47,514,721,1,T
1,48,521,691,1,E
1,49,530,634,1,E
1,50,533,634,1,B
1,51,534,627,1,E
1,52,534,640,1,B
1,53,536,659,1,B
1,54,537,639,1,E
1,55,551,651,1,E
1,56,558,663,1,E
